id	examNumber	questionNumber	category	topic	type	difficulty	question	optionA	optionB	optionC	optionD	optionE	answerIndex	correctAnswer	explanation	source	sourcePhoto	answerPhoto	image	imageAlt	imageCaption
"exam1-039"	"1"	"39"	"Clinical Procedures"	"Clinical Procedures"	"concept"	"4"	"If radioactivity in the circulation from a previous nuclear medicine test is unaccounted for, results of a plasma volume determination will be:"	"falsely decreased"	"falsely elevated"	"positive"	"impossible to predict"	"unaffected"	"0"	"falsely decreased"	"When residual radioactivity is present in the circulation, it appears as if the amount of radioactivity injected has been diluted in a smaller volume than it actually has. When a plasma sample is counted, the counts are relatively high compared with a sample in which the tracer has been diluted in a large volume. Or, consider the formula used to calculate a plasma volume: PV (mL) = VOlume injected x cpm in 1 mL std x dilution (cpm in 1 mL plasma) The higher the counts in the plasma sample, the larger the number in the denominator of the plasma volume formula. Hence, the smaller the calculated plasma volume."	"Source: Early and Sodee, 1995; p. 728."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1204.jpeg"	""	""	""
"exam1-040"	"1"	"40"	"Clinical Procedures"	"Renal Imaging"	"concept"	"5"	"The recommended amount of captopril to be given orally an hour before renal imaging in a hypertension study is:"	"10-15 mg"	"15-20 mg"	"25-50 mg"	"55-100 mg"	"105-110 mg"	"2"	"25-50 mg"	"25-50 mg tablet, usually given orally 1 hr before hypertension renal study."	"Source: Shackett, 2009; p. 423."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-041"	"1"	"41"	"Radiation Safety"	"Radiation Safety"	"concept"	"1"	"Imaging with [111In] pentetreotide routinely includes what area(s) of the body?"	"head and chest"	"chest"	"abdomen"	"head to upper femurs"	"lower extremities"	"3"	"head to upper femurs"	"Imaging with [111In] pentetreotide routinely includes the head to upper femurs, because detection of both the primary tumor and any metastases is the goal of the examination. If indicated, the extremities may also be included."	"Source: SNMMI Procedure Guidelines Committee, 2011."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-042"	"1"	"42"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"image-interpretation"	"5"	"A patient scheduled for scintimammography has symptoms involving her left breast. Which of the following sites is the best choice for injection of the radiopharmaceutical?"	"subcutaneous in the left breast"	"right carotid artery"	"right antecubital area"	"left hand"	"left carotid artery"	"2"	"right antecubital area"	"Bristol-Myers Squibb Medical Imaging, 2004. If the suspected disease is in the left breast, it would be best to use the contralateral side of the body for injection at a site distant from the breast or lymph nodes that may also be involved."	"Source photo: Answers/Exam 1/IMG_1205.jpeg."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-043"	"1"	"43"	"Image Production"	"Lung Imaging"	"concept"	"3"	"Based on the net counts data shown here; what is the percentage perfusion to the right lung? 
Right lung: 175,362 
Left lung: 325,672"	"30%"	"35%"	"54%"	"65%"	"77%"	"1"	"35%"	"counts in ROI % activity in RO1 = (total counts in all ROIs) 175,362 cts % activity right lung = (175,362 cts + 325,672 ts) * 100 175,362 cts - × 100 = 35% = 501,034 cts"	"Source: Wells, 1999; p. 253."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-044"	"1"	"44"	"Radiopharmaceuticals"	"Generator / Eluate"	"concept"	"4"	"If 375 mCi 99mTc are present on the column of a 99Mo/99mTc generator, and after elution, 342 mCi 99mTc are assayed in the elution vial, the approximate elution efficiency of the generator is:"	"110%"	"91%"	"33%"	"11%"	"5%"	"1"	"91%"	"Elution does not remove all 99mTc present on the generator column. Elution efficiency is expressed as the percentage of 9°99mTc activity on the column that is eluted: 99mTc activity eluted elution efficiency = 99mTc activity on column In this case: 342 mCi elution efficiency = 375 mCi"	"Source: Chilton and Witcofsi; 1986, pp. 57-60."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-045"	"1"	"45"	"Clinical Procedures"	"Clinical Procedures"	"concept"	"5"	"250 kilobecquerels are equivalent to how many microcuries?"	"0.25 uCi"	"0.55 uCi"	"6.76 uCi"	"9.25 uCi"	"10.35 uCi"	"2"	"6.76 uCi"	"Conversions between the CGS and SI systems can be accomplished easily if you remember the three following relationships: 1 Ci = 37 GBq 1 mCi = 37 MBq 1 uCi = 3/ KBq Then to convert kilobecquerels to microcuries: 1 uCi - = 6.75 uCi 250 KBq x 37 kBq"	"Source: Wells, 1999; pp. 32-33."	"Question photos/Questions/Exam 1/IMG_1297.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-046"	"1"	"46"	"Radiopharmaceuticals"	"Generator / Eluate"	"concept"	"1"	"If a 99Mo/99mTc generator is eluted on Monday at 0600, the maximum 99mTc activity could next be eluted at what time?"	"0600 on Tuesday"	"1200 on Monday"	"1800 on Monday"	"0600 on Wednesday"	"1200 on Tuesday"	"0"	"0600 on Tuesday"	"Maximum 99mTc activity is obtained about 24 hours after the last elution of 99mTc."	"Source: Saha, 2004; p. 71."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-047"	"1"	"47"	"Radiation Safety"	"Radiation Safety"	"protocol"	"2"	"According to the NRC, 99Mo contamination in 99mTc eluate must be measured how often?"	"weekly"	"daily"	"only after the first elution"	"yearly"	"after each elution"	"2"	"only after the first elution"	"According to the NRC, 99Mo breakthrough must be measured in the first elution from a 99Mo/99mTc generator."	"Source: U.S. Nuclear Regulatory Commission, 2003 (10 CFR 35.204)."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-048"	"1"	"48"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"protocol"	"3"	"If these results were obtained when 99mTc eluate was assayed for 99Mo breakthrough at 0600, immediately after elution; Which of the following statements about this elution at 1700 is true?
99Mo: 10 uCi
99mTc: 416 mCi"	"The eluate should not be used to label compounds with 99mTc."	"The eluate does not contain sufficient 99mTc activity."	"The eluate does not contain sufficient 99Mo activity."	"The eluate must not be administered to patients."	"The eluate may be administered to patients."	"4"	"The eluate may be administered to patients."	"At 0600, the 99Mo contamination in the eluate is below the maximum allowable limit of 0.15 uCi 99Mo per mCi 99mTc: 10 uCi 99Mo / 416 mCi 99mTc = 0.024 uCi 99Mo/mCi 99mTc. At 1700, both activities are decay-corrected for 11 hours: 99Mo = 10 uCi x 0.891 = 8.9 uCi, and 99mTc = 416 mCi x 0.282 = 117 mCi. The 99Mo concentration is 8.9 uCi / 117 mCi = 0.08 uCi 99Mo/mCi 99mTc. This level is below the NRC maximum allowable limit, so the eluate may be administered to patients at 1700."	"Source: U.S. Nuclear Regulatory Commission, 2003 (10 CFR 35.204), and Wells, 1999; pp. 224-226."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-049"	"1"	"49"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"protocol"	"4"	"A technologist performs an aluminum ion breakthrough test on 99mTc eluate and obtains the following results: when the indicator paper is spotted with aluminum ion solution, a faint red color is observed, but when the paper is spotted with eluate, no color change is observed. These results indicate:"	"absence of radionuclidic impurities in the eluate"	"absence of free [99mTc] pertechnetate"	"the aluminum ion concentration in the eluate is below the U.S. Pharmacopeia (USP) limit"	"the aluminum ion solution contains less aluminum than the eluate"	"the eluate should be discarded"	"2"	"the aluminum ion concentration in the eluate is below the U.S. Pharmacopeia (USP) limit"	"Aluminum is a chemical impurity measured using a colorimetric test with special indicator paper and a reference solution of known aluminum ion concentration. No color change represents an aluminum ion concentration below 10 ug/mL of eluate, the USP limit. Therefore, this eluate may be administered to patients and used to prepare other 99mTc-labeled radiopharmaceuticals."	"Source: Saha, 2004; p. 75, and Eliot, 1990; p. 49."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-050"	"1"	"50"	"Radiopharmaceuticals"	"Bone Imaging"	"protocol"	"5"	"All of the following procedures may be performed with [99mTc sulfur colloid except:"	"gastric-emptying study"	"gastroesophageal reflux study"	"gastrointestinal-bleeding localization"	"Meckel's diverticulum localization"	"bone marrow imaging"	"3"	"Meckel's diverticulum localization"	"Gastric emptying and gastroesophageal reflux studies and gastrointestinal bleeding localization all may be performed with 99mTc-sulfur colloid. 99mTc-pertechnetate is used to localize a Meckel's diverticulum."	"Source: Saha, 2004; pp. 320-321."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	""	""	""
"exam1-051"	"1"	"51"	"Radiopharmaceuticals"	"Thyroid Imaging"	"protocol"	"1"	"Based on the day's clinic schedule shown here, the technologist should prepare or order which of the following radiopharmaceuticals?"	"[123I] sodium iodide, [131I] sodium iodide, and [111In] pentetate (DTPA)"	"[111In] oxine (WBC) and [123I] sodium iodide"	"[123I] sodium iodide, [99mTc] sulfur colloid, and [99mTc] macroaggregated albumin"	"[131I] sodium iodide and [111In] chloride"	"[131I] human serum albumin, [131I] sodium iodide, and [99mTc] pertechnetate"	"0"	"[123I] sodium iodide, [131I] sodium iodide, and [111In] pentetate (DTPA)"	"Patient A is scheduled for thyroid uptake and imaging, Patient B for therapy for hyperthyroidism, and Patient C for a cisternogram. The appropriate radiopharmaceutical set is [123I] sodium iodide, [131I] sodium iodide, and [111In] pentetate (DTPA)."	"Source: Early and Sodee, 1999; pp. 627-631."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1205.jpeg"	"assets/question-bank/retake/exam1-051/e1q51.jpg"	"Graphic for Exam 1, Question 51."	""
"exam1-052"	"1"	"52"	"Instrumentation & QC"	"Lung Imaging"	"concept"	"2"	"If an MAA kit must be reconstituted with 3.5 mL of [99mTc]pertechnetate, what are the consequences if only 2.0 mL are added to the kit?"	"Patients will receive more MAA particles per milliliter of [99mTc] MAA."	"Patients will receive more pertechnetate per milliliter of recommended patient dose."	"Patients will receive the recommended number of particles if the correct activity is administered."	"The resulting perfusion lung images will have the appearance of decreased tracer uptake."	"Patients will receive fewer MAA particles per milliliter of [99mTc] MAA."	"0"	"Patients will receive more MAA particles per milliliter of [99mTc] MAA."	"The volume added to an MAA kit governs the number of particles in each milliliter of radiopharmaceutical and, therefore, the number of particles a patient will receive. For example, if a vial of MAA contains 2 million particles and 2 mL of 99mTc-pertechnetate are added to the vial, there will be approximately 1 million MAA particles in each milliliter. If only 1 mL is added, there will be twice as many particles in each milliliter. Therefore, a patient would receive twice as many particles in a unit dose from the second preparation."	"Source: Wells, 1999; pp. 213-214."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1206.jpeg"	""	""	""
"exam1-053"	"1"	"53"	"Patient Care"	"Patient Care"	"concept"	"3"	"Reconstituted ""cold"" pyrophosphate is administered to the patient in which red blood cell labeling method(s)?"	"in vitro method"	"both the in vivo method and the modified in vivo method"	"modified in vivo method"	"both the in vitro method and the in vivo method"	"in vivo method"	"1"	"both the in vivo method and the modified in vivo method"	"In both the in vivo and modified in vivo techniques, reconstituted ""cold"" pyrophosphate, containing stannous ion that permits 99mTc-pertechnetate to permeate red cell membranes, is administered intravenously to the patient. In the in vitro method, the entire labeling process takes place outside the patient. A blood sample is collected to which stannous ions are added. After an incubation period, 99mTc-pertechnetate is added to the red cells after they have been isolated from the plasma. After another incubation period, the red cells are washed to remove unbound tracer, reconstituted, and injected back into the patient."	"Source: Waterstram-Rich and Gilmore, et al., 2017; p. 512."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1206.jpeg"	""	""	""
"exam1-054"	"1"	"54"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"calculation"	"5"	"Which of the following radiopharmaceutical kit formulations is light-sensitive?"	"sestamibi"	"oxidronate (HDP)"	"mertiatide (MAG3)"	"exametazime (HMPAO)"	"pertechnetate"	"2"	"mertiatide (MAG3)"	"The contents in the mertiatide (MAG3) reaction vial are light-sensitive and must be protected from light."	"Source: Saha, 2004; p. 123."	"Question photos/Questions/Exam 1/IMG_1298.jpeg"	"Question photos/Answers/Exam 1/IMG_1206.jpeg"	""	""	""
"exam1-055"	"1"	"55"	"Radiopharmaceuticals"	"Radiopharmaceuticals"	"image-interpretation"	"3"	"When performing radiochromatography on a radiopharmaceutical sample, the solvent front is located 8.5 cm from the origin and the radiochemical impurity is at the origin. What is the Rf value of the radiochemical impurity?"	"-0.5"	"0"	"1.0"	"8.5"	"0.85"	"1"	"0"	"The Rf value is the distance traveled by a given radiochemical component compared with the solvent front: Rf = distance from origin to radiochemical component / distance from origin to solvent front. In this example, the radiochemical component in question is the radiochemical impurity. Because the impurity remained at the origin, the distance from the origin to the impurity is zero. Thus, the Rf value for the radiochemical impurity is 0 cm / 8.5 cm = 0."	"Source: Saha, 2004; p. 155."	"Question photos/Questions/Exam 1/IMG_1299.jpeg"	"Question photos/Answers/Exam 1/IMG_1206.jpeg"	""	""	""
